bcr_patient_barcode,dataset,GATA3,PTEN,XBP1,ESR1,MUC1,FN1,GAPDH
KIPAN29,KIPAN,-3.803375,1.301285714,-0.5353333333,-1.558583333,-0.00475,-0.752,-1.2305
KIPAN30,KIPAN,-4.246375,1.221285714,-0.72225,-2.33775,-0.859125,-0.5472083333,-0.8965
KIPAN31,KIPAN,-4.069375,0.8511428571,-0.593,-2.87775,0.80175,-0.962875,0.4855833333
KIPAN32,KIPAN,-3.848,0.8710714286,0.02075,-1.93875,0.805,-1.719291667,0.1589166667
KIPAN33,KIPAN,-4.70675,1.339785714,-0.76075,-1.402083333,-0.948875,-0.727125,-0.9335833333
KIPAN34,KIPAN,-4.106375,0.7663571429,-1.3725,-1.923833333,-0.23125,-2.0215,-0.3728333333
KIPAN35,KIPAN,-3.827375,0.8830714286,-0.8279166667,-2.546083333,-0.465,-1.427041667,-0.5359166667
KIPAN36,KIPAN,-2.936875,-0.3737142857,-2.776916667,-2.461181818,-0.56325,-1.264,-1.088666667
KIPAN37,KIPAN,-4.062,-0.3224615385,-1.070166667,-3.9435,-1.3785,-2.973625,-2.51325
KIPAN38,KIPAN,-4.58075,-0.3608571429,0.3790833333,-3.640083333,0.86825,-2.726458333,-1.677416667
KIPAN39,KIPAN,-5.27725,-0.4687857143,-0.3228333333,-4.303583333,2.820375,-3.080208333,-1.702083333
KIPAN40,KIPAN,-4.65225,0.8312857143,-1.168,-1.732583333,-1.5785,-1.438458333,-0.2238333333
KIPAN41,KIPAN,-2.986625,-0.234,-1.429166667,-2.568666667,2.623625,-2.294904762,-1.869
KIPAN42,KIPAN,-1.55275,0.05828571429,-1.627333333,-3.768583333,0.336875,-3.451541667,-1.757416667
KIPAN43,KIPAN,-3.53425,0.2487857143,-0.359,-1.385666667,-1.03225,-2.127875,-1.155583333
KIPAN44,KIPAN,-4.675625,1.400285714,-1.734666667,-1.620416667,-2.110571429,-2.658208333,-1.044666667
KIPAN45,KIPAN,-2.034,0.2564285714,-1.98,-2.855818182,0.713875,-2.780708333,-1.33125
KIPAN46,KIPAN,-2.08825,1.292928571,-0.77775,-3.262166667,1.36425,-2.926291667,-1.484333333
KIPAN47,KIPAN,-4.561875,0.8890714286,-0.93475,-1.735916667,0.67525,-0.295,-0.296
KIPAN48,KIPAN,-1.29425,0.1484285714,-1.135,-2.411,1.058125,-3.233333333,-1.31525
KIPAN49,KIPAN,-3.195125,0.02685714286,-0.56675,-2.543166667,-0.390625,-2.185272727,-0.563
KIPAN50,KIPAN,-3.543875,0.4306428571,-0.8748333333,-2.620416667,-0.21,1.009083333,-0.57175
KIPAN51,KIPAN,-3.803625,0.7520714286,-0.4724166667,-3.408333333,-1.380625,-2.037583333,-0.66375
KIPAN52,KIPAN,-3.376375,0.7663571429,-1.14175,-1.618666667,-0.007375,-1.765125,0.1149166667
KIPAN53,KIPAN,-2.951875,0.519,-1.27925,-2.899083333,-1.069375,-0.6764583333,-0.3560833333
KIPAN54,KIPAN,-3.14125,0.9018571429,-0.5454166667,-2.403833333,-0.417875,-1.368333333,-1.258583333
KIPAN55,KIPAN,-4.234125,1.3055,-0.7130833333,-3.037083333,-1.062875,-2.368958333,-0.8738333333
KIPAN56,KIPAN,-4.28625,1.386928571,-0.9965833333,-2.49575,-1.478375,-1.886916667,-0.6066666667
KIPAN57,KIPAN,-3.53375,1.081071429,-0.83975,-2.54875,-1.078375,-1.84775,-1.031083333
KIPAN58,KIPAN,-4.336,1.091714286,-0.9293333333,-2.845666667,0.11125,-1.205291667,-0.3619166667
KIPAN59,KIPAN,-3.151625,0.7903571429,-0.8046666667,-2.142416667,0.9605,-1.814791667,-0.01783333333
KIPAN60,KIPAN,-2.827,0.7708571429,-1.073333333,-1.623166667,-0.3415,-1.903291667,-0.2851666667
KIPAN61,KIPAN,-3.293,1.253571429,-1.6605,-2.3685,1.27875,-1.731791667,-0.35325
KIPAN62,KIPAN,-3.990375,0.4796428571,-0.5995833333,-3.069833333,-0.470875,-2.176375,-0.1881666667
KIPAN63,KIPAN,-2.693125,0.3087857143,-1.824,-2.231333333,0.613875,0.535875,0.1624166667
KIPAN64,KIPAN,-4.673625,1.659214286,-1.22425,-2.112083333,-1.311125,-0.5167083333,-0.4745833333
KIPAN65,KIPAN,-2.980875,0.1770714286,-1.8335,-1.957583333,0.811125,-0.612375,0.3651666667
KIPAN66,KIPAN,-2.65725,0.4008571429,0.0565,-2.5635,1.009875,-1.488291667,0.4220833333
KIPAN67,KIPAN,-3.55475,-0.5687142857,-2.01225,-2.353416667,-0.4365,-0.771,0.6376666667
KIPAN68,KIPAN,-3.374,1.116642857,-0.9251666667,-1.766833333,-1.61375,-2.061833333,-0.1368333333
KIPAN69,KIPAN,-2.988375,0.8783571429,-1.106,-1.990416667,1.61025,-0.7887083333,-0.4748333333
KIPAN70,KIPAN,-3.294625,0.7607857143,-1.546,-2.149166667,0.02925,-1.38,-0.0545
KIPAN71,KIPAN,-3.854,1.506285714,-0.7664166667,-1.76425,0.917875,-1.525291667,-0.3818333333
KIPAN72,KIPAN,-4.219125,1.104357143,-0.5540833333,-2.2585,0.22075,-1.74975,0.09391666667
KIPAN73,KIPAN,-4.122375,-0.3872142857,-2.630833333,-2.557083333,-0.7635,0.19125,-1.184416667
KIPAN74,KIPAN,-4.1695,0.7166428571,0.3855833333,-4.55475,-1.86825,-3.12725,-1.1505
KIPAN75,KIPAN,-4.356875,1.369,-2.675583333,-4.21275,-0.521375,-2.658083333,-1.030583333
KIPAN76,KIPAN,-3.895625,0.9267142857,-2.868454545,-1.4125,-2.2192,-3.507666667,-1.121916667
KIPAN77,KIPAN,-4.186125,-0.2566428571,-2.8945,-2.720916667,0.486625,-3.035916667,-1.618916667
KIPAN78,KIPAN,-3.5735,0.5794285714,-1.5515,-2.108416667,0.6075,-2.294583333,-0.8141666667
KIPAN79,KIPAN,-3.753142857,1.225714286,-2.891545455,-2.567583333,0.249125,-2.743541667,-2.356583333
KIPAN80,KIPAN,-3.765,0.9777857143,-2.118083333,-1.768083333,-1.486125,-2.304458333,-1.755
KIPAN81,KIPAN,-4.2545,1.020071429,-2.151666667,-1.225083333,-0.5732857143,-2.604565217,-1.266916667
KIPAN82,KIPAN,-0.463875,0.6671428571,-1.629083333,-3.117083333,-1.457125,-1.487875,-1.505083333
KIPAN83,KIPAN,-4.297625,0.6988571429,-1.844083333,-2.083083333,1.995,-2.840583333,-0.3589166667
KIPAN84,KIPAN,-3.924875,0.5770714286,-2.7165,-1.983416667,0.389625,-2.60825,-0.69425
KIPAN85,KIPAN,-2.26825,0.2657857143,-1.625583333,-2.078333333,0.9185,-1.474708333,-0.2955
KIPAN86,KIPAN,-4.210625,1.210142857,-2.114583333,-2.102833333,-0.098875,-3.076166667,-2.17525
KIPAN87,KIPAN,-4.371375,1.327428571,-2.491833333,-1.343333333,-0.374625,-2.88475,-2.778666667
KIPAN88,KIPAN,-3.757125,0.7862142857,-3.317666667,-2.13925,-0.5681428571,-2.032826087,-0.5834166667
KIRP89,KIRP,-4.122375,-0.3872142857,-2.630833333,-2.557083333,-0.7635,0.19125,-1.184416667
KIRP90,KIRP,-4.1695,0.7166428571,0.3855833333,-4.55475,-1.86825,-3.12725,-1.1505
KIRP91,KIRP,-4.356875,1.369,-2.675583333,-4.21275,-0.521375,-2.658083333,-1.030583333
KIRP92,KIRP,-3.895625,0.9267142857,-2.868454545,-1.4125,-2.2192,-3.507666667,-1.121916667
KIRP93,KIRP,-4.186125,-0.2566428571,-2.8945,-2.720916667,0.486625,-3.035916667,-1.618916667
KIRP94,KIRP,-3.5735,0.5794285714,-1.5515,-2.108416667,0.6075,-2.294583333,-0.8141666667
KIRP95,KIRP,-3.753142857,1.225714286,-2.891545455,-2.567583333,0.249125,-2.743541667,-2.356583333
KIRP96,KIRP,-3.765,0.9777857143,-2.118083333,-1.768083333,-1.486125,-2.304458333,-1.755
KIRP97,KIRP,-4.2545,1.020071429,-2.151666667,-1.225083333,-0.5732857143,-2.604565217,-1.266916667
KIRP98,KIRP,-0.463875,0.6671428571,-1.629083333,-3.117083333,-1.457125,-1.487875,-1.505083333
KIRP99,KIRP,-4.297625,0.6988571429,-1.844083333,-2.083083333,1.995,-2.840583333,-0.3589166667
KIRP100,KIRP,-3.924875,0.5770714286,-2.7165,-1.983416667,0.389625,-2.60825,-0.69425
KIRP101,KIRP,-2.26825,0.2657857143,-1.625583333,-2.078333333,0.9185,-1.474708333,-0.2955
KIRP102,KIRP,-4.210625,1.210142857,-2.114583333,-2.102833333,-0.098875,-3.076166667,-2.17525
KIRP103,KIRP,-4.371375,1.327428571,-2.491833333,-1.343333333,-0.374625,-2.88475,-2.778666667
KIRP104,KIRP,-3.757125,0.7862142857,-3.317666667,-2.13925,-0.5681428571,-2.032826087,-0.5834166667
UCEC105,UCEC,-4.906125,0.7312857143,0.13125,-3.12325,2.064,-1.393166667,-0.2150833333
UCEC106,UCEC,-5.538,0.5934166667,-2.515166667,-0.1515,1.4855,-1.698304348,-0.7788333333
UCEC107,UCEC,-3.301125,0.3693571429,0.6303333333,-2.423333333,2.691625,-0.949875,-0.5021666667
UCEC108,UCEC,-4.732571429,-0.7398461538,0.1505833333,2.587333333,4.025625,-1.16725,-0.52325
UCEC109,UCEC,-4.7165,-1.348142857,1.25325,2.876083333,1.276375,-3.281875,-0.0009166666667
UCEC110,UCEC,-4.254375,0.3820714286,-1.155083333,2.969083333,0.606875,-2.298958333,-0.39175
UCEC111,UCEC,-4.042125,-0.668,-0.7114166667,-1.478583333,-0.425625,-1.939041667,0.01883333333
UCEC112,UCEC,-4.829375,-0.3551428571,-0.7959166667,3.3445,1.636625,-2.5375,-0.7475833333
UCEC113,UCEC,-4.109875,-0.02842857143,0.05283333333,3.4725,2.461,-3.071541667,-0.3685
UCEC114,UCEC,-5.05,1.608,1.2245,4.395,2.740875,-3.098125,-0.9519166667
UCEC115,UCEC,-4.330125,0.4148571429,1.496166667,3.040666667,1.553,-2.568541667,-0.6894166667
UCEC116,UCEC,-3.884125,-2.3445,-1.345166667,1.14075,2.21575,-1.206375,0.19375
UCEC117,UCEC,-4.085625,0.8262857143,-0.6655,1.823,2.2795,-2.723875,-0.088
UCEC118,UCEC,-4.227125,-0.8415,-2.582083333,-1.2995,-0.706375,-2.254,-0.2405833333
UCEC119,UCEC,-3.96375,1.108285714,-0.6558333333,2.763833333,1.94075,-0.9240416667,-0.6848333333
UCEC120,UCEC,-1.80025,-1.176,-2.1085,-0.37275,1.991875,-2.0495,-1.1485
UCEC121,UCEC,-4.159625,0.4292857143,-1.731083333,0.062,1.727625,-0.6165,-0.5354166667
UCEC122,UCEC,-5.31375,0.1025,-2.236666667,-1.353916667,1.1305,0.6481666667,-1.105
UCEC123,UCEC,-5.375625,0.3757142857,-1.678166667,2.047166667,1.905875,-3.034416667,-0.7708333333
UCEC124,UCEC,-4.279625,-0.6492857143,-1.081333333,3.0475,1.405,-1.320791667,-0.4768333333
UCEC125,UCEC,0.44125,0.9061428571,-1.270666667,2.853583333,2.338875,-3.007541667,-1.071
UCEC126,UCEC,-1.805625,1.068,-1.387916667,1.443666667,-0.442,-1.561541667,-1.149666667
UCEC127,UCEC,-4.707625,-0.08478571429,0.05875,0.6288333333,3.335,-2.084375,-1.197083333
UCEC128,UCEC,-3.195625,-1.405166667,-2.850916667,0.8265833333,1.603125,-2.2,-1.323916667
UCEC129,UCEC,-4.01725,-0.06664285714,0.2279166667,3.72975,3.37375,-2.133041667,0.2751666667
UCEC130,UCEC,-3.631125,0.7295714286,-0.7326666667,2.775166667,4.028,-3.427416667,-0.46925
UCEC131,UCEC,-3.16625,-0.9222857143,-0.619,2.798416667,2.448,-3.062833333,-0.7928333333
UCEC132,UCEC,-3.87875,0.5656428571,-0.37375,4.064333333,2.67575,-1.872875,-0.60175
UCEC133,UCEC,-5.078375,-1.346083333,0.4511666667,2.698333333,1.779625,-1.779458333,-0.1364166667
UCEC134,UCEC,-4.98025,0.7393571429,-0.92225,2.691333333,1.2565,-1.629458333,-0.5789166667
UCEC135,UCEC,-4.027375,-0.08392857143,0.3481666667,3.481166667,3.0055,-0.4805833333,-0.32125
UCEC136,UCEC,-5.02075,1.302571429,0.1316666667,4.134333333,2.616125,-2.561791667,-0.7643333333
UCEC137,UCEC,-5.018625,1.6995,-0.063,4.229083333,2.1125,-2.937375,-0.7510833333
UCEC138,UCEC,-4.181875,-1.242153846,-0.342,2.634916667,1.930125,-1.935,-0.642
UCEC139,UCEC,-4.56475,-1.4485,0.2719166667,4.36875,2.660875,-3.322541667,-0.6861666667
UCEC140,UCEC,-3.8675,0.3543571429,0.07933333333,2.040416667,3.580625,-1.6035,0.029
UCEC141,UCEC,-5.270428571,1.153642857,1.598083333,3.523333333,3.202,-3.144333333,-0.4908333333
UCEC142,UCEC,-4.315875,0.1413571429,-1.066833333,3.062833333,1.574,-2.494625,-1.02625
UCEC143,UCEC,-3.511125,-0.5500714286,0.7936666667,4.736916667,1.335375,-2.396291667,-1.177333333
UCEC144,UCEC,-3.73125,-0.03621428571,0.4668333333,2.402416667,2.387375,-2.277375,-0.78275
UCEC145,UCEC,-4.29,0.2518571429,-0.581,4.25,-1.056375,-2.238416667,-1.574666667
UCEC146,UCEC,-4.638625,0.1927142857,0.3513333333,0.7990833333,-0.406375,-1.204333333,-0.9305833333
UCEC147,UCEC,-4.092875,1.779428571,1.367083333,2.013,1.3365,-2.836458333,-1.061666667
UCEC148,UCEC,-4.575875,0.2323571429,-1.512083333,0.2865,2.296875,-2.823041667,-0.83375
UCEC149,UCEC,-5.057375,0.8449285714,-0.5846666667,3.198666667,0.977875,-3.377,-0.01116666667
UCEC150,UCEC,-4.528375,0.06376923077,0.3254166667,2.96525,0.626125,-2.433347826,0.10725
UCEC151,UCEC,-3.65625,-0.4031428571,0.4861666667,3.30925,1.544625,-2.571208333,-1.092916667
UCEC152,UCEC,-3.819875,0.7521428571,-0.3460833333,2.5045,1.919875,-1.64775,-0.5981666667
UCEC153,UCEC,-4.16625,0.2982857143,0.81825,3.76775,3.102625,-3.3205,-0.1746666667
UCEC154,UCEC,-3.6,-1.102384615,0.5641666667,4.11,4.26025,-2.158583333,-0.11525
UCEC155,UCEC,-4.045625,-1.001214286,0.3974166667,2.76925,2.13475,-2.299625,-0.10025
UCEC156,UCEC,-4.442125,0.6451428571,0.4659166667,3.411833333,3.04425,-2.804166667,-0.6860833333
UCEC157,UCEC,-5.177,1.183285714,0.23575,3.619416667,1.56575,-3.524458333,-0.8099166667
UCEC158,UCEC,-1.81425,0.3653571429,-0.52775,-2.557666667,1.11425,0.8901666667,-0.9936666667
